SG1,Stephen Curry
SG1,Harden
SG2,Giannis
SG2,Leonard
SG3,Butler
SG3,Bledsoe
SG3,Oladipo
SG3,Irving
SG4,McCollum
SG4,Thompson
SG4,Batum
SG4,Dragic
SG5,DeRozan
SG5,Knight
SG5,Fournier
SG5,Beal
SG5,Ariza
SG6,George Hill
SG6,Wiggins
SG6,Wade
SG6,Lavine
SG6,Jeremy Lin
SG6,Bazemore
SG6,Bradley
SG6,Clarkson
SG6,Matthews
SG6,Booker
SG6,Ellis
SG7,Redick
SG7,Hood
SG7,Caldwell-Pope
SG7,Barton
SG7,Beverley
SG7,Evans
SG7,Turner
SG7,Hield
SG7,Harris
SG7,Hollis-Jefferson
SG7,Danny Green
SG7,Korver
